Code,Name (日本語),Detail (日本語),Name (English),Detail (English),Name (Français),Detail (Français),Name (Korean),Detail (Korean),Name (Deutsch),Detail (Deutsch),Name (Italiano),Detail (Italiano)
420,長野県北部,長野市、須坂市、中野市、大町市、飯山市、千曲市、北安曇郡、埴科郡、上高井郡、下高井郡、上水内郡及び下水内郡,Northern Nagano pref.,"Nagano city, Suzaka city, Nakano city, Omachi city, Iiyama city, Chikuma city, Kitaazumi district, Hanishina district, Kamitakai district, Shimotakai district, Kamiminochi district, and Shimominochi district","préf. Nagano, Nord","villes de Nagano, Suzaka, Nakano, Ōmachi, Īnoyama et Chikuma, districts de Kitaazumi, Hanishina, Kamitakai, Shimotakai, Kamiminochi et Shimominochi",나가노현 북부 ,,,,"pref. Nagano, Nord","città di Nagano, Suzaka, Nakano, Ōmachi, Īnoyama e Chikuma, distretti di Kitaazumi, Hanishina, Kamitakai, Shimotakai, Kamiminochi e Shimominochi"
421,長野県中部,松本市、上田市、岡谷市、諏訪市、小諸市、茅野市、塩尻市、佐久市、東御市、安曇野市、南佐久郡、北佐久郡、小県郡、諏訪郡及び東筑摩郡,Middle Nagano pref.,"Matsumoto city, Ueda city, Okaya city, Suwa city, Komoro city, Chino city, Shiojiri city, Saku city, Tomi city, Azumino city, Minamisaku district, Kitasaku district, Chiisagata district, Suwa district, and Higashichikuma district","préf. Nagano, Centre","villes de Matsumoto, Ueda, Okaya, Suwa, Komoro, Chino, Shiojiri, Saku, Tômi et Azumino, districts de Minamisaku, Kitasaku, Chīsagata, Suwa et Higashichikuma",나가노현 중부 ,,,,"pref. Nagano, Centro","città di Matsumoto, Ueda, Okaya, Suwa, Komoro, Chino, Shiojiri, Saku, Tômi e Azumino, distretti di Minamisaku, Kitasaku, Chīsagata, Suwa e Higashichikuma"
422,長野県南部,飯田市、伊那市、駒ヶ根市、上伊那郡、下伊那郡及び木曽郡,Southern Nagano pref.,"Iida city, Ina city, Komagane city, Kamiina district, Shimoina district, and Kiso district","préf. Nagano, Sud","villes de Īda, Ina et Komagane, districts de Kamiina,Shimoina et Kiso",나가노현 남부 ,,,,"pref. Nagano, Sud","città di Īda, Ina e Komagane, distretti di Kamiina,Shimoina e Kiso"
430,岐阜県飛騨,高山市、飛彈市、下呂市及び大野郡,Hida Gifu pref.,"Takayama city, Hida city, Gero city, and Ono district","préf. Gifu, Hida","villes de Takayama, Hida et Gero, district de Ōno",기후현 히다 ,,,,"pref. Gifu, Hida","città di Takayama, Hida e Gero, distretto di Ōno"
431,岐阜県美濃東部,多治見市、中津川市、瑞浪市、恵那市、美濃加茂市、土岐市、可児市、加茂郡及び可児郡,Eastern Mino Gifu pref.,"Tajimi city, Nakatsugawa city, Mizunami city, Ena city, Minokamo city, Toki city, Kani city, Kamo district, and Kani district","préf. Gifu, Mino Est","villes de Tajimi, Nakatsugawa, Mizunami, Ena, Minokamo, Toki et Kani, districts de Kamo et Kani",기후현 미노 동부 ,,,,"pref. Gifu, Mino Est","città di Tajimi, Nakatsugawa, Mizunami, Ena, Minokamo, Toki e Kani, distretti di Kamo e Kani"
432,岐阜県美濃中西部,岐阜市、大垣市、関市、美濃市、羽島市、各務原市、山県市、瑞穂市、本巣市、郡上市、海津市、羽島郡、養老郡、不破郡、安八郡、揖斐郡及び本巣郡,Mid-western Mino Gifu pref.,"Gifu city, Ogaki city, Seki city, Mino city, Hashima city, Kakamigahara city, Yamagata city, Mizuho city, Motosu city, Gujo city, Kaizu city, Hashima district, Yoro district, Fuwa district, Anpachi district, Ibi district, and Motosu district","préf. Gifu, Mino Centre Ouest","villes de Gifu, Ōgaki, Seki, Mino, Hashima, Kagamihara, Yamagata, Mizuho, Motosu, Kōrikami, Kaizu,  districts de Hashima, Yōrō, Fuwa, Anpachi, Ibi, et Motosu",기후현 미노 중서부 ,,,,"pref. Gifu, Mino Centro Ovest","città di Gifu, Ōgaki, Seki, Mino, Hashima, Kagamihara, Yamagata, Mizuho, Motosu, Kōrikami, Kaizu, distretti di Hashima, Yōrō, Fuwa, Anpachi, Ibi, e Motosu"
440,静岡県伊豆,熱海市、伊東市、下田市、伊豆市、伊豆の国市、賀茂郡及び田方郡,Izu Shizuoka pref.,"Atami city, Ito city, Shimoda city, Izu city, Izunokuni city, Kamo district, and Tagata district","préf. Shizuoka, Izu","villes d'Atami, Itō, Shimoda, Izu et Izunokuni, districts de Kamo et Tagata",시즈오카현 이즈 ,,,,"pref. Shizuoka, Izu","città d'Atami, Itō, Shimoda, Izu e Izunokuni, distretti di Kamo e Tagata"
441,静岡県東部,沼津市、三島市、富士宮市、富士市、御殿場市、裾野市及び駿東郡,Eastern Shizuoka pref.,"Numazu city, Mishima city, Fujinomiya city, Fuji city, Gotenba city, Susono city, and Sunto district","préf. Shizuoka, Est","villes de Numazu, Mishima, Fujinomiya, Fuji, Gotenba, Susono, district de Suntō",시즈오카현 동부 ,,,,"pref. Shizuoka, Est","città di Numazu, Mishima, Fujinomiya, Fuji, Gotenba, Susono, distretto di Suntō"
442,静岡県中部,静岡市、島田市、焼津市、藤枝市、牧之原市及び榛原郡,Central Shizuoka pref.,"Shizuoka city, Shimada city, Yaizu city, Fujieda city, Makinohara city, and Haibara district","préf. Shizuoka, Centre","villes de Shizuoka, Shimada, Yaizu, Fujieda et Makinohara, district de Haibara-gun",시즈오카현 중부 ,,,,"pref. Shizuoka, Centro","città di Shizuoka, Shimada, Yaizu, Fujieda e Makinohara, distretto di Haibara-gun"
443,静岡県西部,浜松市、磐田市、掛川市、袋井市、湖西市、御前崎市、菊川市及び周智郡,Western Shizuoka pref.,"Hamamatsu city, Iwata city, Kakegawa city, Fukuroi city, Kosai city, Omaezaki city, Kikukawa city, and Shuchi district","préf. Shizuoka, Ouest","villes de Hamamatsu, Iwata, Kakegawa, Fukuroi, Kosei, Omaezaki et Kikukawa, district de Shūchi",시즈오카 현 서부 ,,,,"pref. Shizuoka, Ovest","città di Hamamatsu, Iwata, Kakegawa, Fukuroi, Kosei, Omaezaki e Kikukawa, distretto di Shūchi"
450,愛知県東部,豊橋市、豊川市、蒲郡市、新城市、田原市及び北設楽郡,Eastern Aichi pref.,"Toyohashi city, Toyokawa city, Gamagori city, Shinshiro city, Tahara city, and Kitashitara district","préf. Aichi, Est","villes de Toyohashi, Toyokawa, Gamagōri, Shinjō et Tahara, district de Kitashitara",아이치현 동부 ,,,,"pref. Aichi, Est","città di Toyohashi, Toyokawa, Gamagōri, Shinjō e Tahara, distretto di Kitashitara"
451,愛知県西部,名古屋市、岡崎市、一宮市、瀬戸市、半田市、春日井市、津島市、碧南市、刈谷市、豊田市、安城市、西尾市、犬山市、常滑市、江南市、小牧市、稲沢市、東海市、大府市、知多市、知立市、尾張旭市、高浜市、岩倉市、豊明市、日進市、愛西市、清須市、北名古屋市、弥富市、みよし市、あま市、愛知郡、西春日井郡、丹羽郡、海部郡、知多郡、幡豆郡及び額田郡,Western Aichi pref.,"Nagoya city, Okazaki city, Ichinomiya city, Seto city, Handa city, Kasugai city, Tsushima city, Hekinan city, Kariya city, Toyota city, Anjo city, Nishio city, Inuyama city, Tokoname city, Konan city, Komaki city, Inazawa city, Tokai city, Obu city, Chita city, Chiryu city, Owariasahi city, Takahama city, Iwakura city, Toyoake city, Nisshin city, Aisai city, Kiyosu city, Kitanagoya city, Yatomi city, Miyoshi city, Ama city, Aichi district, Nishikasugai district, Niwa district, Ama district, Chita district, Hazu district, and Nukata district","préf. Aichi, Ouest","villes de Nagoya, Okazaki, Ichinomiya, Seto, Handa, Kasugai, Tsushima, Hekinan, Kariya, Toyoda, Aki, Nishio, Inuyama, Tokoname, Kōnan, Komagi, Inazawa, Tōkai, Ōbu, Chita, Chiryū, Owariasahi, Takahama, Iwakura, Toyoake, Nisshin, Aisai, Kiyosu, Kitanagoya, Yatomi, Miyoshi et Ama, districts d'Aichi, Nishikasugai, Niwa, Ama, Chita, Hazu et Nukata",아이치현 서부 ,,,,"pref. Aichi, Ovest","città di Nagoya, Okazaki, Ichinomiya, Seo, Handa, Kasugai, Tsushima, Hekinan, Kariya, Toyoda, Aki, Nishio, Inuyama, Tokoname, Kōnan, Komagi, Inazawa, Tōkai, Ōbu, Chita, Chiryū, Owariasahi, Takahama, Iwakura, Toyoake, Nisshin, Aisai, Kiyosu, Kitanagoya, Yatomi, Miyoshi e Ama, distretti d'Aichi, Nishikasugai, Niwa, Ama, Chita, Hazu e Nukata"
460,三重県北部,四日市市、桑名市、鈴鹿市、亀山市、いなべ市、桑名郡、員弁郡及び三重郡,Northern Mie pref.,"Yotsukaichi city, Kuwana city, Suzuka city, Kameyama city, Inabe city, Kuwana district, Inabe district, and Mie district","préf. Mie, Nord","villes de Yokkaichi, Kuwana, Suzuka, Kameyama et Inabe, districts de Kuwana, Inabe et Mie",미에현 북부 ,,,,"pref. Mie, Nord","città di Yokkaichi, Kuwana, Suzuka, Kameyama e Inabe, distretti di Kuwana, Inabe e Mie"
461,三重県中部,津市、松阪市、名張市、伊賀市及び多気郡（大台町を除く。）,Central Mie pref.,"Tsu city, Matsuzaka city, Nabari city, Iga city, and Taki district (except Odai)","préf. Mie, Centre","villes de Tsu, Matsusaka, Nabari et Iga, district de Taki (excepté Ōdaicho)",미에현 중부 ,,,,"pref. Mie, Centro","città di Tsu, Matsusaka, Nabari e Iga, distretto di Taki (eccetto Ōdaicho)"
462,三重県南部,伊勢市、尾鷲市、鳥羽市、熊野市、志摩市、多気郡大台町、度会郡、北牟婁郡及び南牟婁郡,Southern Mie pref.,"Ise city, Owase city, Toba city, Kumano city, Shima city, Odai in Taki district, Watarai district, Kitamuro district, and Minamimuro district","préf. Mie, Sud","villes d'Ise, Owase, Toppa, Kumano et Shima, village d'Odaicho dans le district de Taki, districts de Watarai, Kitamuro et Minamimuro",미에현 남부 ,,,,"pref. Mie, Sud","città d'Ise, Owase, Toppa, Kumano e Shima, villaggio d'Odaicho dentro il distretto di Taki, distretti di Watarai, Kitamuro e Minamimuro"
469,三重県南東沖,,SE off Mie pref.,,SE large de Mie,,미에현 남쪽 바다 ,,,,SE a largo di Mie,
471,茨城県沖,,Off Ibaraki pref.,,large d'Ibaraki,,이바라키현 바다 ,,,,a largo di Ibaraki,
472,関東東方沖,,Eastern off Kanto area,,E large de Kanto,,관동 동방 바다 ,,,,E a largo di Kanto,
473,千葉県東方沖,,E off Chiba pref.,,E large de Chiba,,치바현 동방 바다 ,,,,E a largo di Chiba,
475,八丈島東方沖,,E off Hachijojima island,,E large de Hachijojima,,하치 죠 지마 동방 바다 ,,,,E a largo di Hachijojima,
476,八丈島近海,,Near Hachijojima island,,près de Hachijojima,,하치 죠 지마 근해 ,,,,presso Hachijojima,
477,東京湾,,Tokyo bay region,,baie de Tokyo,,도쿄만 ,,,,baia di Tokyo,
478,相模湾,,Sagami bay region,,baie de Sagami,,사가미 만 ,,,,baia di Sagami,
480,伊豆大島近海,,Near Izu-oshima island,,près d'Izuoshima,,이즈 오시마 근해 ,,,,presso Izuoshima,
481,伊豆半島東方沖,,Eastern off Izu peninsula,,E large d'Izu,,이즈반도 동쪽 해안 ,,,,E a largo di Izu,
482,三宅島近海,,Near Miyakejima,,près de Miyakejima,,미야케 지마 근해 ,,,,presso Miyakejima,
483,新島・神津島近海,,Near Niijima & Kouzu-shima islands,,près de Niijima & Kouzu-shima,,니이지마 코즈시마 근해 ,,,,presso Niijima & Kouzu-shima,
485,駿河湾,,Suruga bay region,,baie de Suruga,,스루 ,,,,baia di Suruga,
486,駿河湾南方沖,,Southern off Suruga bay region,,S large de Suruga,,스루 남쪽 바다 ,,,,S a largo di Suruga,
487,遠州灘,,Ensyunada,,mer Enshu,,엔슈나다,,,,mare Enshu,
489,三河湾,,Mikawa bay region,,baie de Mikawa,,미카 ,,,,baia di Mikawa,
490,伊勢湾,,Ise bay region,,baie d'Ise,,이세 ,,,,baia d'Ise,
492,若狭湾,,Wakasa bay region,,baie de Wakasa,,와카 사 ,,,,baia di Wakasa,
493,福井県沖,,Off Fukui pref.,,large de Fukui,,후쿠이현 바다 ,,,,a largo di Fukui,
494,石川県西方沖,,Western off Ishikawa pref.,,O large d'Ishikawa,,이시카와현 서방 바다 ,,,,O a largo di Ishikawa,
495,能登半島沖,,Off Noto peninsula,,large de Noto,,노토 반도 앞바 다 ,,,,a largo di Noto,
497,富山湾,,Toyama bay region,,baie de Toyama,,토야마만 ,,,,baia di Toyama,
498,佐渡付近,,Near Sado,,près de Sado,,사도 부근 ,,,,presso Sado,
499,東海道南方沖,,Southern off Tokaido,,S large de Tokaido,,도카이도 남쪽 바다 ,,,,S a largo di Tokaido,
500,滋賀県北部,,Northern Shiga pref.,,"préf. Shiga, Nord",,시가현 북부 ,,,,"pref. Shiga, Nord",
501,滋賀県南部,大津市、近江八幡市、草津市、守山市、栗東市、甲賀市、野洲市、湖南市、東近江市及び蒲生郡,Southern Shiga pref.,"Otsu city, Omihachiman city, Kusatsu city, Moriyama city, Ritto city, Koga city, Yasu city, Konan city, Higashiomi city, and Gamo district","préf. Shiga, Sud","villes d'Ōtsu, Ōmihachiman, Kusatsu, Moriyama, Rittō, Kōga, Yasu, Konan et Higashiōmi, district de Gamō",시가현 남부 ,,,,"pref. Shiga, Sud","città d'Ōtsu, Ōmihachiman, Kusatsu, Moriyama, Rittō, Kōga, Yasu, Konan e Higashiōmi, distretto di Gamō"
510,京都府北部,福知山市、舞鶴市、綾部市、宮津市、京丹後市及び与謝郡,Northern Kyoto pref.,"Fukuchiyama city, Maizuru city, Ayabe city, Miyazu city, Kyotango city, and Yosa district","préf. Kyoto, Nord","villes de Fukuchiyama, Maizuru, Ayabe, Miyazu, Kyōtango, district de Yosa",교토부 북부 ,,,,"pref. Kyoto, Nord","città di Fukuchiyama, Maizuru, Ayabe, Miyazu, Kyōtango, distretto di Yosa"
511,京都府南部,京都市、宇治市、亀岡市、城陽市、向日市、長岡京市、八幡市、京田辺市、南丹市、木津川市、乙訓郡、久世郡、綴喜郡、相楽郡及び船井郡,Southern Kyoto pref.,"Kyoto city, Uji city, Kameoka city, Joyo city, Muko city, Nagaokakyo city, Hachiman city, Kyotanabe city, Nantan city, Kizugawa city, Otokuni district, Kuse district, Tuzuki district, Soraku district, and Funai district","préf. Kyoto, Sud","villes de Kyōto, Uji, Kameoka, Jōyō, Mukō, Nagaokakyō, Yahata, Kyōtanabe, Nantan et Kizugawa, districts d'Otokuni, Kuse, Tsuzuki, Sagara et Funai",교토부 남부 ,,,,"pref. Kyoto, Sud","città di Kyōto, Uji, Kameoka, Jōyō, Mukō, Nagaokakyō, Yahata, Kyōtanabe, Nantan e Kizugawa, distretti d'Otokuni, Kuse, Tsuzuki, Sagara e Funai"
520,大阪府北部,大阪市、豊中市、池田市、吹田市、高槻市、守口市、枚方市、茨木市、八尾市、寝屋川市、大東市、箕面市、柏原市、門真市、摂津市、東大阪市、四條畷市、交野市、三島郡及び豊能郡,Northern Osaka pref.,"Osaka city, Toyonaka city, Ikeda city, Suita city, Takatsuki city, Moriguchi city, Hirakata city, Ibaraki city, Yao city, Neyagawa city, Daito city, Mino city, Kashiwara city, Kadoma city, Settsu city, Higashiosaka city, Shijonawate city, Katano city, Mishima district, and Toyono district","préf. Osaka, Nord","villes d'Ōsaka, Toyonaka, Ikeda, Suita, Takatsuki, Moriguchi, Hirakata, Ibaragi, Yao, Neyagawa, Daitō, Minoo, Kashiwabara, Kadoma, Settsu, Higashiōsaka, Shijōnawate et Katano, districts de Mishima et Toyono",오사카부 북부 ,,,,"pref. Osaka, Nord","città d'Ōsaka, Toyonaka, Ikeda, Suita, Takatsuki, Moriguchi, Hirakata, Ibaragi, Yao, Neyagawa, Daitō, Minoo, Kashiwabara, Kadoma, Setsu, Higashiōsaka, Shijōnawate e Katano, distretti di Mishima e Toyono"
521,大阪府南部,堺市、岸和田市、泉大津市、貝塚市、泉佐野市、富田林市、河内長野市、松原市、和泉市、羽曳野市、高石市、藤井寺市、泉南市、大阪狭山市、阪南市、泉北郡、泉南郡及び南河内郡,Southern Osaka pref.,"Sakai city, Kishiwada city, Izumiotsu city, Kaizuka city, Izumisano city, Tondabayashi city, Kawachinagano city, Matsubara city, Izumi city, Habikino city, Takaishi city, Fujiidera city, Sennan city, Osakasayama city, Hannan city, Senhoku district Sennan district, and Minamikawachi district","préf. Osaka, Sud","villes de Sakai, Kishiwada, Izumiōtsu, Kaizuka, Izumisano, Tondabayashi, Kawachinagano, Matsubara, Izumi, Habikino, Takaishi, Fujiidera, Sennan, Ōsakasayama et Hannan, districts de Senboku, Sennan et Minamikawachi",오사카부 남부 ,,,,"pref. Osaka, Sud","città di Sakai, Kishiwada, Izumiōtsu, Kaizuka, Izumisano, Tondabayashi, Kawachinagano, Matsubara, Izumi, Habikino, Takaishi, Fujiidira, Sennan, Ōsakasayama e Hannan, distretti di Senboku, Sennan e Minamikawachi"
530,兵庫県北部,豊岡市、養父市、朝来市及び美方郡,Northern Hyogo pref.,"Toyooka city, Yabu city, Asago city, and Mikata district","préf. Hyogo, Nord","villes de Toyooka, Yabu et Asaku, district de Mikata",효고현 북부 ,,,,"pref. Hyogo, Nord","città di Toyooka, Yabu e Asaku, distretto di Mikata"
531,兵庫県南東部,神戸市、尼崎市、明石市、西宮市、芦屋市、伊丹市、加古川市、西脇市、宝塚市、三木市、高砂市、川西市、小野市、三田市、加西市、篠山市、丹波市、加東市、川辺郡、多可郡及び加古郡,SE Hyogho pref.,"Kobe city, Amagasaki city, Akashi city, Nishinomiya city, Ashiya city, Itami city, Kakogawa city, Nishiwaki city, Takarazuka city, Miki city, Takasago city, Kawanishi city, Ono city, Sanda city, Kasai city, Sasayama city, Tanba city, Kato city, Kawabe district, Taka district, and Kako district","préf. Hyogo, Sud Est","villes de Kōbe, Amagasaki, Akashi, Nishinomiya, Ashiya, Itami, Kakogawa, Nishiwaki, Takarazuka, Miki, Takasago, Kawanishi, Ono, Sanda, Kasai, Shinoyama, Tanba et Katō, districts de Kawabe, Taka et Kako",효고현 남동부 ,,,,"pref. Hyogo, Sud Est","città di Kōbe, Amagasaki, Akashi, Nishinomiya, Ashiya, Itami, Kakogawa, Nishiwaki, Takarazuka, Miki, Takasago, Kawanishi, Ono, Sanda, Kasai, Shinoyama, Tanba e Katō, distretti di Kawabe, Taka e Kako"
532,兵庫県南西部,姫路市、相生市、赤穂市、宍粟市、たつの市、神崎郡、揖保郡、赤穂郡及び佐用郡,SW Hyogo pref.,"Himeji city, Aioi city, Ako city, Shiso city, Tatsuno city, Kanzaki district, Ibo district, Ako district, and Sayo district","préf. Hyogo, Sud Ouest","villes de Himeji, Aioi, Akō, Shisawa et Tatsuno, districts de Kanzaki, Ibo, Akō et Sayō",효고현 남서부 ,,,,"pref. Hyogo, Sud Ovest","città di Himeji, Aioi, Akō, Shisawa e Tatsuno, distretti di Kanzaki, Ibo, Akō e Sayō"
535,兵庫県淡路島,洲本市、南あわじ市及び淡路市,Awajishima island Hyogo pref.,"Sumoto city, Minamiawaji city, and Awaji city","préf. Hyogo, Awajishima","villes de Sumoto, Minamiawaji et Awaji",효고현 아와지시마 ,,,,"pref. Hyogo, Awajishima","città di Sumoto, Minamiawaji e Awaji"
540,奈良県,奈良市、大和高田市、大和郡山市、天理市、橿原市、桜井市、五條市、御所市、生駒市、香芝市、葛城市、宇陀市、山辺郡、生駒郡、磯城郡、宇陀郡、高市郡、北葛城郡及び吉野郡,Nara pref.,"Nara city, Yamatotakada city, Yamatokoriyama city, Tenri city, Kashihara city, Sakurai city, Gojo city, Gosho city, Ikoma city, Kashiba city, Katsuragi city, Uda city, Yamabe district, Ikoma district, Shiki district, Uda district, Takaichi district, Kitakatsuragi district, and Yoshino district",préf. Nara,"villes de Nara, Yamatotakada, Yamatokōriyama, Tenri, Kashihara, Sakurai, Gojō, Gose, Ikoma, Kashiba, Katsuragi et Uda, districts de Yamabe, Ikoma, Shiki, Uda, Takaichi, Kitakatsuragi et Yoshino",나라현 ,,,,pref. Nara,"città di Nara, Yamatotakada, Yamatokōriyama, Tenri, Kashihara, Sakurai, Gojō, Gose, Ikoma, Kashiba, Katsuragi e Uda, distretti di Yamabe, Ikoma, Shiki, Uda, Takaichi, Kitakatsuragi e Yoshino"
550,和歌山県北部,和歌山市、海南市、橋本市、有田市、御坊市、紀の川市、岩出市、海草郡、伊都郡、有田郡及び日高郡,Northern Wakayama pref.,"Wakayama city, Kainan city, Hashimoto city, Arida city, Gobo city, Kinokawa city, Iwade city, Kaiso district, Ito district, Arida district, and Hidaka district","préf. Wakayama, Nord","villes de Wakayama, Kainan, Hashimoto, Arida, Gobō, Kinokawa et Iwade, districts de Kaisō, Ito, Arida et Hidaka",와카야마 현 북부 ,,,,"pref. Wakayama, Nord","città di Wakayama, Kainan, Hashimoto, Arida, Gobō, Kinokawa e Iwadi, distretti di Kaisō, Ito, Arida e Hidaka"
551,和歌山県南部,田辺市、新宮市、西牟婁郡及び東牟婁郡,Southern Wakayama pref.,"Tanabe city, Shingu city, Nishimuro district, and Higashimuro district","préf. Wakayama, Sud","villes de Tanabe et Shingū, districts de Nishimuro et Higashimuro",와카야마현 남부 ,,,,"pref. Wakayama, Sud","città di Tanabe e Shingū, distretti di Nishimuro e Higashimuro"
560,鳥取県東部,鳥取市、岩美郡及び八頭郡,Eastern Tottori pref.,"Tottori city, Iwami district, and Yazu district","préf. Tottori, Est","ville de Tottori, districts d'Iwami et Yazu",돗토리현 동부 ,,,,"pref. Tottori, Est","città di Tottori, distretti d'Iwami e Yazu"
562,鳥取県中部,倉吉市及び東伯郡,Central Tottori pref.,"Kurayoshi city, and Tohaku district","préf. Tottori, Centre",ville de Kurayoshi et district de Tōhaku,돗토리현 중부 ,,,,"pref. Tottori, Centro",città di Kurayoshi e distretto di Tōhaku
563,鳥取県西部,米子市、境港市、西伯郡及び日野郡,Western Tottori pref.,"Yonago city, Sakaiminato city, Saihaku district, and Hino district","préf. Tottori, Ouest","villes de Yonago et Sakaiminato, districts de Saihaku et Hino",돗토리현 서쪽 ,,,,"pref. Tottori, Ovest","città di Yonago e Sakaiminato, distretti di Saihaku e Hino"
570,島根県東部,松江市、出雲市、安来市、雲南市、八束郡、仁多郡、飯石郡及び簸川郡,Eastern Shimane pref.,"Matsue city, Izumo city, Yasugi city, Unnan city, Yatsuka district, Nita district, Iishi district, and Hikawa district","préf. Shimane, Est","villes de Matsue, Izumo, Yasugi et Unnan, districts de Yatsuka, Nita, Iishi-gun et Hikawa-gun",시마네현 동부 ,,,,"pref. Shimane, Est","città di Matsue, Izumo, Yasugi e Unnan, distretti di Yatsuka, Nita, Iishi-gun e Hikawa-gun"
571,島根県西部,浜田市、益田市、大田市、江津市、邑智郡及び鹿足郡,Western Shimane pref.,"Hamada city, Masuda city, Oda city, Gotsu city, Ochi district, and Kanoashi district","préf. Shimane, Ouest","villes de Hamada, Masuda, Ōda et Gōtsu, districts d'Ōchi et Kanoashi",시마네현 서쪽 ,,,,"pref. Shimane, Ovest","città di Hamada, Masuda, Ōda e Gōtsu, distretti d'Ōchi e Kanoashi"
575,島根県隠岐,隠岐郡,Oki Shimane pref.,Oki district,"préf. Shimane, Oki",district d'Oki,시마네현 오키 ,,,,"pref. Shimane, Oki",distretto d'Oki
580,岡山県北部,津山市、新見市、真庭市、美作市、真庭郡、苫田郡、勝田郡、英田郡及び久米郡,Northern Okayama pref.,"Tsuyama city, Niimi city, Maniwa city, Mimasaka city, Maniwa district, Tomata district, Katsuta district, Aida district, and Kume district","préf. Okayama, Nord","villes de Tsuyama, Nīmi, Maniwa et Misaku, districts de Maniwa, Tomata, Katsuta, Aida et Kume",오카야마현 북부 ,,,,"pref. Okayama, Nord","città di Tsuyama, Nīmi, Maniwa e Misaku, distretti di Maniwa, Tomata, Katsuta, Aida e Kume"
581,岡山県南部,岡山市、倉敷市、玉野市、笠岡市、井原市、総社市、高梁市、備前市、瀬戸内市、赤磐市、浅口市、和気郡、都窪郡、浅口郡、小田郡及び加賀郡,Southern Okayama pref.,"Okayama city, Kurashiki city, Tamano city, Kasaoka city, Ibara city, Soja city, Takahashi city, Bizen city, Setouchi city, Akaiwa city, Asakuchi city, Wake district, Tsukubo district, Asakuchi district, Oda district, and Kaga district","préf. Okayama, Sud","villes d'Okayama, Kurashiki, Tamano, Kasaoka, Ihara, Sōsha, Takahashi, Bizen, Setouchi, Akaiwa et Asakuchi, districts de Waki, Tsukubo, Asakuchi, Oda et Kaga",오카야마현 남부 ,,,,"pref. Okayama, Sud","città d'Okayama, Kurashiki, Tamano, Kasaoka, Ihara, Sōsha, Takahashi, Bizen, Seouchi, Akaiwa e Asakuchi, distretti di Waki, Tsukubo, Asakuchi, Oda e Kaga"
590,広島県北部,三次市、庄原市、安芸高田市及び山県郡,Northern Hiroshima pref.,"Miyoshi city, Shobara city, Akitakata city, and Yamagata district","préf. Hiroshima, Nord","villes de Miyoshi, Shōbara et Akitakata, district de Yamagata",히로시마 현 북부 ,,,,"pref. Hiroshima, Nord","città di Miyoshi, Shōbara e Akitakata, distretto di Yamagata"
591,広島県南東部,三原市、尾道市、福山市、府中市、世羅郡及び神石郡,SE Hiroshima pref.,"Mihara city, Onomichi city, Fukuyama city, Fuchu city, Sera district, and Jinseki district","préf. Hiroshima, Sud Est","villes de Mihara, Onomichi, Fukuyama et Fuchū, districts de Sera et Jinseki",히로시마현 동남부 ,,,,"pref. Hiroshima, Sud Est","città di Mihara, Onomichi, Fukuyama e Fuchū, distretti di Sera e Jinseki"
592,広島県南西部,広島市、呉市、竹原市、大竹市、東広島市、廿日市市、江田島市、安芸郡及び豊田郡,SW Hiroshima pref.,"Hiroshima city, Kure city, Takehara city, Otake city, Higashihiroshima city, Hatsukaichi city, Edajima city, Aki district, and Toyota district","préf. Hiroshima, Sud Ouest","villes de Hiroshima, Kure, Takehara, Ōtake, Higashihiroshima, Hatsukaichi et Etajima, districts d'Aki et Toyoda",히로시마현 남서부 ,,,,"pref. Hiroshima, Sud Ovest","città di Hiroshima, Kure, Takehara, Ōtake, Higashihiroshima, Hatsukaichi e eajima, distretti d'Aki e Toyoda"
600,徳島県北部,徳島市、鳴門市、小松島市、吉野川市、阿波市、美馬市、三好市、名東郡、名西郡、板野郡、美馬郡及び三好郡,Northern Tokushima pref.,"Tokushima city, Naruto city, Komatsushima city, Yoshinogawa city, Awa city, Mima city, Miyoshi city, Myodo district, Myozai district, Itano district, Mima district, and Miyoshi district","préf. Tokushima, Nord","villes de Tokushima, Naruto, Komatsushima, Yoshinogawa, Awa, Mima et Miyoshi, districts de Myodō, Myozai, Itano, Mima, et Miyoshi",도쿠시마 현 북부 ,,,,"pref. Tokushima, Nord","città di Tokushima, Naruto, Komatsushima, Yoshinogawa, Awa, Mima e Miyoshi, distretti di Myodō, Myozai, Itano, Mima, e Miyoshi"
601,徳島県南部,阿南市、勝浦郡、那賀郡及び海部郡,Southern Tokushima pref.,"Anan city, Katsuura city, Naka district, and Kaifu district","préf. Tokushima, Sud","ville d'Anan, districts de Kachiura, Naka et Kaifu",도쿠시마 현 남부 ,,,,"pref. Tokushima, Sud","città d'Anan, distretti di Kachiura, Naka e Kaifu"
610,香川県東部,高松市、さぬき市、東かがわ市、小豆郡、木田郡及び香川郡,Eastern Kagawa pref.,"Takamatsu city, Sanuki city, Higashikagawa city, Shozu city, Kida district, and Kagawa district","préf. Kagawa, Est","villes de Takamatsu, Sanuki et Higashikagawa, districts de Shōzu, Kida, et Kagawa",카가와현 동부 ,,,,"pref. Kagawa, Est","città di Takamatsu, Sanuki e Higashikagawa, distretti di Shōzu, Kida, e Kagawa"
